IDMascota,Timestamp,Raza,Edad,HR (bpm),Actividad (steps),GPS_Lat,GPS_Lon,Temperatura,Emoción
974,2025-06-12 06:14:00,Akita,17,97,108,81.15,144.11,23.7ºC,Alerta
975,2025-06-12 06:15:00,Rottweiler,2,126,138,-52.22,59.33,22.9ºC,Enfadado
976,2025-06-12 06:16:00,Siamés,3,118,199,-43.03,-142.12,20.8ºC,Relajación
977,2025-06-12 06:17:00,Pit Bull,5,128,132,84.53,61.93,26.8ºC,Enfadado
978,2025-06-12 06:18:00,Golden Retriever,5,72,114,42.25,48.75,19.6ºC,Tranquilo
979,2025-06-12 06:19:00,Dachshund,1,106,113,35.93,110.08,26.2ºC,Miedo
980,2025-06-12 06:20:00,Labrador,8,169,120,63.53,117.09,28.1ºC,Relajación
981,2025-06-12 06:21:00,Maine Coon,12,120,53,-69.15,132.55,20.7ºC,Miedo
982,2025-06-12 06:22:00,Bull Terrier,4,90,192,37.07,-30.91,28.4ºC,Ansiedad
983,2025-06-12 06:23:00,Setter Irlandés,13,178,153,0.66,71.23,18.4ºC,Tristeza
984,2025-06-12 06:24:00,Husky,15,139,199,59.25,-83.43,29.0ºC,Ansiedad
985,2025-06-12 06:25:00,Pit Bull,11,173,142,1.47,179.76,19.4ºC,Tranquilo
986,2025-06-12 06:26:00,American Shorthair,10,155,191,21.64,-116.88,25.7ºC,Tristeza
987,2025-06-12 06:27:00,Labrador,3,81,197,-4.01,-176.36,21.0ºC,Ansiedad
988,2025-06-12 06:28:00,Maine Coon,14,152,161,-3.93,-126.43,28.0ºC,Tristeza
989,2025-06-12 06:29:00,Manx,16,145,168,48.23,99.31,24.1ºC,Confusión
990,2025-06-12 06:30:00,Ragdoll,10,102,108,23.14,-19.16,19.6ºC,Enfadado
991,2025-06-12 06:31:00,Dachshund,10,126,92,23.99,-18.9,24.9ºC,Relajación
992,2025-06-12 06:32:00,Terranova,12,113,61,-8.95,163.81,22.9ºC,Tristeza
993,2025-06-12 06:33:00,British Shorthair,9,69,89,5.6,151.07,25.9ºC,Confusión
994,2025-06-12 06:34:00,Cocker Spaniel,1,101,167,44.23,-67.97,28.6ºC,Enfadado
995,2025-06-12 06:35:00,Boston Terrier,5,123,69,58.67,-104.74,22.9ºC,Enfadado
996,2025-06-12 06:36:00,Dachshund,8,80,180,35.38,125.45,21.5ºC,Alerta
997,2025-06-12 06:37:00,Setter Irlandés,11,139,139,76.33,146.17,18.2ºC,Miedo
998,2025-06-12 06:38:00,Pit Bull,12,135,143,57.66,14.97,24.9ºC,Ansiedad
999,2025-06-12 06:39:00,Husky,1,125,62,11.14,46.59,22.8ºC,Alerta
1000,2025-06-12 06:40:00,Husky,11,100,115,30.85,-87.51,22.5ºC,Miedo
1001,2025-06-12 06:41:00,Bengala,5,83,86,76.74,108.29,20.2ºC,Miedo
1002,2025-06-12 06:42:00,Sphynx,15,94,115,21.45,47.56,23.2ºC,Tranquilo
1003,2025-06-12 06:43:00,Golden Retriever,5,115,85,58.47,1.26,29.8ºC,Confusión
1004,2025-06-12 06:44:00,Abyssinian,12,89,75,33.99,-158.36,21.6ºC,Alerta
1005,2025-06-12 06:45:00,Gran Danés,5,116,124,9.35,149.74,25.2ºC,Alerta
1006,2025-06-12 06:46:00,Cocker Spaniel,17,153,157,-46.47,41.56,27.3ºC,Miedo
1007,2025-06-12 06:47:00,American Shorthair,17,106,92,-13.32,-110.63,27.0ºC,Enfadado
1008,2025-06-12 06:48:00,Poodle,12,94,199,84.19,38.3,21.9ºC,Confusión
1009,2025-06-12 06:49:00,Somalí,15,78,197,28.4,63.89,25.3ºC,Enfadado
1010,2025-06-12 06:50:00,Dachshund,15,173,57,11.59,9.28,28.5ºC,Relajación
1011,2025-06-12 06:51:00,Abyssinian,6,67,78,77.93,78.52,18.2ºC,Tristeza
1012,2025-06-12 06:52:00,Australian Shepherd,12,85,89,15.57,29.32,23.2ºC,Tranquilo
1013,2025-06-12 06:53:00,Birmano,18,172,177,4.69,161.2,20.7ºC,Tranquilo
1014,2025-06-12 06:54:00,Somalí,14,163,133,46.68,-160.67,22.7ºC,Ansiedad
1015,2025-06-12 06:55:00,Galgo,2,130,165,38.28,-141.75,23.0ºC,Enfadado
1016,2025-06-12 06:56:00,Weimaraner,9,89,193,-55.23,-117.48,27.0ºC,Tristeza
1017,2025-06-12 06:57:00,Siamés,5,66,111,-5.16,68.46,19.1ºC,Miedo
1018,2025-06-12 06:58:00,Dachshund,1,126,56,-4.95,52.41,24.2ºC,Ansiedad
1019,2025-06-12 06:59:00,Rottweiler,3,124,94,-21.92,141.14,24.8ºC,Tranquilo
1020,2025-06-12 07:00:00,Maltés,6,95,137,3.11,83.84,23.9ºC,Tristeza
1021,2025-06-12 07:01:00,Pit Bull,5,84,122,-15.64,3.01,26.8ºC,Alerta
1022,2025-06-12 07:02:00,Whippet,5,96,86,-54.12,177.06,22.6ºC,Relajación
1023,2025-06-12 07:03:00,Pit Bull,1,60,168,-15.77,-84.2,29.3ºC,Miedo
1024,2025-06-12 07:04:00,Doberman,17,74,106,-76.99,119.95,23.8ºC,Alerta
1025,2025-06-12 07:05:00,British Shorthair,19,96,57,13.64,-26.36,24.9ºC,Relajación
1026,2025-06-12 07:06:00,Ragdoll,14,72,144,63.66,53.54,27.9ºC,Miedo
1027,2025-06-12 07:07:00,Weimaraner,12,163,166,40.55,81.82,21.3ºC,Enfadado
1028,2025-06-12 07:08:00,Siberiano,10,67,159,-25.13,48.15,18.9ºC,Confusión
1029,2025-06-12 07:09:00,Oriental,18,64,69,-74.33,-129.42,26.5ºC,Ansiedad
1030,2025-06-12 07:10:00,Whippet,11,119,173,-53.61,-20.54,23.8ºC,Ansiedad
1031,2025-06-12 07:11:00,Setter Irlandés,2,132,102,8.19,22.12,28.8ºC,Confusión
1032,2025-06-12 07:12:00,Chihuahua,18,60,168,-52.73,125.66,29.8ºC,Tristeza
1033,2025-06-12 07:13:00,Beagle,7,95,61,7.92,-20.29,22.8ºC,Confusión
1034,2025-06-12 07:14:00,Gran Danés,15,94,66,-48.31,150.75,23.0ºC,Enfadado
1035,2025-06-12 07:15:00,Gran Danés,11,125,113,62.81,-21.47,22.9ºC,Tranquilo
1036,2025-06-12 07:16:00,Bulldog,18,122,91,-18.49,17.56,21.9ºC,Confusión
1037,2025-06-12 07:17:00,American Shorthair,12,163,143,-45.8,106.66,27.4ºC,Relajación
1038,2025-06-12 07:18:00,Setter Irlandés,6,82,196,56.22,29.9,27.1ºC,Tranquilo
1039,2025-06-12 07:19:00,Bull Terrier,13,68,60,-28.29,165.68,23.7ºC,Confusión
1040,2025-06-12 07:20:00,Siamés,16,93,147,-69.93,57.72,18.5ºC,Ansiedad
1041,2025-06-12 07:21:00,Gran Danés,18,105,120,12.67,8.18,21.7ºC,Alerta
1042,2025-06-12 07:22:00,Akita,10,137,157,14.68,-171.51,21.5ºC,Relajación
1043,2025-06-12 07:23:00,Somalí,8,63,107,38.65,-31.06,27.7ºC,Enfadado
1044,2025-06-12 07:24:00,Bulldog,18,89,83,-46.76,-72.27,19.1ºC,Relajación
1045,2025-06-12 07:25:00,Yorkshire Terrier,1,154,69,-10.12,89.32,27.7ºC,Miedo
1046,2025-06-12 07:26:00,Maine Coon,8,161,99,-39.17,-105.02,26.0ºC,Tristeza
1047,2025-06-12 07:27:00,Caniche,6,134,151,-75.43,-106.12,26.8ºC,Alerta
1048,2025-06-12 07:28:00,Setter Irlandés,5,158,187,67.79,-111.77,23.2ºC,Relajación
1049,2025-06-12 07:29:00,Birmano,15,131,101,41.2,-134.78,26.2ºC,Miedo
1050,2025-06-12 07:30:00,Boston Terrier,15,62,64,-35.74,-68.04,25.3ºC,Confusión
1051,2025-06-12 07:31:00,Doberman,2,73,133,17.89,138.93,27.2ºC,Relajación
1052,2025-06-12 07:32:00,Chihuahua,1,119,180,-53.77,98.97,23.4ºC,Relajación
1053,2025-06-12 07:33:00,Beagle,11,136,86,70.24,84.69,23.7ºC,Relajación
1054,2025-06-12 07:34:00,Poodle,10,104,175,-69.32,107.04,25.7ºC,Tristeza
1055,2025-06-12 07:35:00,Pastor Alemán,18,155,89,-89.31,-83.01,19.3ºC,Relajación
1056,2025-06-12 07:36:00,Husky,18,93,121,0.36,139.48,23.2ºC,Relajación
1057,2025-06-12 07:37:00,Boxer,17,104,89,14.96,-130.57,29.7ºC,Tristeza
1058,2025-06-12 07:38:00,Maine Coon,8,120,105,14.21,-58.92,18.5ºC,Miedo
1059,2025-06-12 07:39:00,Husky,15,142,153,-80.19,31.23,21.8ºC,Tranquilo
1060,2025-06-12 07:40:00,Somalí,8,161,188,-33.47,-142.95,21.8ºC,Alerta
1061,2025-06-12 07:41:00,Husky,17,75,159,-0.14,82.85,25.6ºC,Miedo
1062,2025-06-12 07:42:00,Australian Shepherd,12,125,185,-51.02,-40.59,19.3ºC,Enfadado
1063,2025-06-12 07:43:00,Shiba Inu,8,99,142,67.07,102.39,25.5ºC,Tranquilo
1064,2025-06-12 07:44:00,Scottish Fold,14,76,143,-74.32,-2.56,19.1ºC,Ansiedad
1065,2025-06-12 07:45:00,Maltés,4,178,105,-2.27,-114.89,19.1ºC,Tristeza
1066,2025-06-12 07:46:00,Chihuahua,1,93,109,34.45,84.51,26.7ºC,Tristeza
1067,2025-06-12 07:47:00,Rottweiler,1,165,187,-42.88,-89.23,21.9ºC,Relajación
1068,2025-06-12 07:48:00,Cornish Rex,19,75,88,22.36,-3.31,29.7ºC,Relajación
1069,2025-06-12 07:49:00,Maine Coon,16,161,77,59.29,-152.81,18.4ºC,Enfadado
1070,2025-06-12 07:50:00,Abyssinian,14,119,98,-55.74,42.43,23.3ºC,Ansiedad
1071,2025-06-12 07:51:00,Shih Tzu,16,125,174,75.1,59.71,19.4ºC,Relajación
1072,2025-06-12 07:52:00,Sphynx,5,125,62,9.64,-43.68,22.2ºC,Confusión
1073,2025-06-12 07:53:00,Abyssinian,9,149,85,-36.14,163.59,30.0ºC,Relajación
1074,2025-06-12 07:54:00,Somalí,2,72,150,-12.45,134.7,28.7ºC,Relajación
1075,2025-06-12 07:55:00,American Shorthair,18,115,75,-33.81,74.86,18.6ºC,Confusión
1076,2025-06-12 07:56:00,Cavalier King Charles,6,170,135,40.52,76.91,24.8ºC,Ansiedad
1077,2025-06-12 07:57:00,Whippet,9,90,53,53.33,-89.14,25.8ºC,Confusión
1078,2025-06-12 07:58:00,Beagle,1,93,131,59.93,56.45,20.5ºC,Tristeza
1079,2025-06-12 07:59:00,British Shorthair,9,98,176,87.44,-108.65,19.7ºC,Confusión
1080,2025-06-12 08:00:00,Beagle,16,126,137,52.43,-128.16,28.9ºC,Alerta
1081,2025-06-12 08:01:00,Bengala,13,67,176,18.25,179.81,29.6ºC,Tristeza
1082,2025-06-12 08:02:00,Abyssinian,9,146,169,-28.94,44.06,29.9ºC,Relajación
1083,2025-06-12 08:03:00,Dálmata,13,137,71,8.03,-24.84,27.5ºC,Enfadado
1084,2025-06-12 08:04:00,British Shorthair,9,179,179,-82.61,-76.26,26.0ºC,Tristeza
1085,2025-06-12 08:05:00,Golden Retriever,11,114,80,44.07,37.41,22.1ºC,Ansiedad
1086,2025-06-12 08:06:00,Weimaraner,4,86,168,-9.73,-162.15,20.1ºC,Ansiedad
1087,2025-06-12 08:07:00,Whippet,2,177,60,-86.4,-145.91,18.9ºC,Confusión
1088,2025-06-12 08:08:00,Poodle,6,152,95,-78.75,-168.17,26.3ºC,Tristeza
1089,2025-06-12 08:09:00,Weimaraner,14,162,145,-20.26,-0.3,27.4ºC,Relajación
1090,2025-06-12 08:10:00,American Shorthair,4,112,59,15.02,36.22,27.9ºC,Ansiedad
1091,2025-06-12 08:11:00,Setter Irlandés,6,98,177,-6.44,-157.51,29.0ºC,Tranquilo
1092,2025-06-12 08:12:00,British Shorthair,19,124,148,21.46,79.64,28.6ºC,Relajación
1093,2025-06-12 08:13:00,Caniche,6,76,161,-3.55,-97.06,30.0ºC,Tranquilo
1094,2025-06-12 08:14:00,Poodle,2,164,109,29.11,66.67,20.9ºC,Alerta
1095,2025-06-12 08:15:00,Shih Tzu,18,89,136,-50.56,173.48,27.2ºC,Tranquilo
1096,2025-06-12 08:16:00,Beagle,13,112,194,-69.69,68.8,25.0ºC,Miedo
1097,2025-06-12 08:17:00,Shiba Inu,9,72,114,17.36,137.95,21.1ºC,Ansiedad
1098,2025-06-12 08:18:00,Cocker Spaniel,19,80,106,-2.76,161.35,29.8ºC,Confusión
1099,2025-06-12 08:19:00,Pastor Alemán,13,78,155,-85.16,-4.77,28.8ºC,Alerta
1100,2025-06-12 08:20:00,British Shorthair,11,112,58,-21.51,72.84,19.5ºC,Tristeza
1101,2025-06-12 08:21:00,Oriental,1,78,71,-70.9,126.71,18.3ºC,Relajación
1102,2025-06-12 08:22:00,Bengala,7,116,190,5.64,-51.62,26.3ºC,Ansiedad
1103,2025-06-12 08:23:00,Shih Tzu,15,84,138,-18.76,-85.9,25.2ºC,Alerta
1104,2025-06-12 08:24:00,Labrador,1,145,67,20.37,160.78,29.2ºC,Alerta
1105,2025-06-12 08:25:00,Caniche,12,90,164,55.01,81.47,20.8ºC,Miedo
1106,2025-06-12 08:26:00,Galgo,7,140,194,-36.06,-100.91,19.0ºC,Ansiedad
1107,2025-06-12 08:27:00,British Shorthair,15,114,192,83.18,-18.33,21.1ºC,Tristeza
1108,2025-06-12 08:28:00,Abyssinian,19,82,155,6.41,106.72,18.2ºC,Tristeza
1109,2025-06-12 08:29:00,Setter Irlandés,1,91,64,21.29,16.94,18.4ºC,Confusión
1110,2025-06-12 08:30:00,Shiba Inu,17,121,112,32.52,53.98,29.0ºC,Enfadado
1111,2025-06-12 08:31:00,Galgo,17,133,62,30.01,91.36,22.2ºC,Tranquilo
1112,2025-06-12 08:32:00,Setter Irlandés,3,69,130,1.97,43.92,22.9ºC,Tristeza
1113,2025-06-12 08:33:00,Cavalier King Charles,12,159,81,-12.82,14.43,18.2ºC,Miedo
1114,2025-06-12 08:34:00,Scottish Fold,6,131,186,-80.32,89.86,21.2ºC,Confusión
1115,2025-06-12 08:35:00,Ragdoll,11,113,89,-86.02,81.92,27.7ºC,Tranquilo
1116,2025-06-12 08:36:00,Manx,3,111,197,-25.57,46.75,25.4ºC,Alerta
1117,2025-06-12 08:37:00,Birmano,8,79,131,-29.94,-50.48,27.0ºC,Ansiedad
1118,2025-06-12 08:38:00,Galgo,14,91,126,-20.21,-33.91,23.4ºC,Tristeza
1119,2025-06-12 08:39:00,Terranova,14,173,125,-65.09,169.36,21.7ºC,Confusión
1120,2025-06-12 08:40:00,Pit Bull,10,73,87,42.87,-139.54,23.8ºC,Alerta
1121,2025-06-12 08:41:00,Dachshund,2,109,120,64.25,-83.34,21.9ºC,Tristeza
1122,2025-06-12 08:42:00,Beagle,14,87,97,78.97,-2.74,28.1ºC,Relajación
1123,2025-06-12 08:43:00,Setter Irlandés,9,169,67,-1.37,121.22,21.6ºC,Enfadado
1124,2025-06-12 08:44:00,Shih Tzu,3,175,193,36.16,-121.08,25.9ºC,Alerta
1125,2025-06-12 08:45:00,Sphynx,8,112,88,64.0,-80.3,19.6ºC,Miedo
1126,2025-06-12 08:46:00,Abyssinian,16,83,138,-14.71,-156.31,26.2ºC,Miedo
1127,2025-06-12 08:47:00,Poodle,2,138,111,-34.31,74.15,29.0ºC,Tristeza
1128,2025-06-12 08:48:00,Pit Bull,6,81,190,78.61,-94.24,25.3ºC,Miedo
1129,2025-06-12 08:49:00,Golden Retriever,12,89,158,2.82,-40.08,24.7ºC,Alerta
1130,2025-06-12 08:50:00,Rottweiler,5,122,130,-0.49,-20.27,29.5ºC,Ansiedad
1131,2025-06-12 08:51:00,Border Collie,2,63,183,-57.89,140.87,25.5ºC,Ansiedad
1132,2025-06-12 08:52:00,Golden Retriever,16,136,126,-70.53,-31.92,21.1ºC,Enfadado
1133,2025-06-12 08:53:00,Manx,5,118,139,61.58,-127.72,21.5ºC,Ansiedad
1134,2025-06-12 08:54:00,Birmano,15,146,63,20.54,8.75,26.5ºC,Tranquilo
1135,2025-06-12 08:55:00,Dachshund,12,67,144,-31.35,166.66,26.8ºC,Relajación
1136,2025-06-12 08:56:00,Beagle,4,141,103,-55.49,38.77,21.6ºC,Ansiedad
1137,2025-06-12 08:57:00,Poodle,15,71,181,9.99,174.02,22.1ºC,Miedo
1138,2025-06-12 08:58:00,Maine Coon,11,178,88,15.11,122.8,29.9ºC,Relajación
1139,2025-06-12 08:59:00,Bulldog,16,90,121,-52.74,-167.05,19.2ºC,Ansiedad
1140,2025-06-12 09:00:00,Cornish Rex,6,137,74,63.25,57.02,22.9ºC,Tranquilo
1141,2025-06-12 09:01:00,Dálmata,14,93,126,-74.83,-76.76,18.7ºC,Miedo
1142,2025-06-12 09:02:00,Terranova,18,141,169,-25.9,21.46,27.9ºC,Alerta
1143,2025-06-12 09:03:00,Setter Irlandés,12,179,102,32.47,-79.44,19.1ºC,Tristeza
1144,2025-06-12 09:04:00,Cavalier King Charles,11,157,180,-40.66,-54.41,26.1ºC,Tristeza
1145,2025-06-12 09:05:00,Somalí,13,134,199,58.98,152.34,18.7ºC,Ansiedad
1146,2025-06-12 09:06:00,Yorkshire Terrier,11,164,145,43.18,-105.61,26.1ºC,Tristeza
1147,2025-06-12 09:07:00,Pastor Alemán,16,135,121,52.02,134.68,28.1ºC,Ansiedad
1148,2025-06-12 09:08:00,Persa,15,108,111,-68.56,-169.04,22.8ºC,Ansiedad
1149,2025-06-12 09:09:00,Scottish Fold,15,138,55,-64.7,-147.28,24.3ºC,Miedo
1150,2025-06-12 09:10:00,Boston Terrier,4,116,81,-38.43,127.68,22.8ºC,Enfadado
1151,2025-06-12 09:11:00,Caniche,11,154,148,3.25,47.0,21.6ºC,Confusión
1152,2025-06-12 09:12:00,Akita,19,172,187,44.64,89.01,27.6ºC,Confusión
1153,2025-06-12 09:13:00,Border Collie,15,152,180,60.58,-104.61,21.3ºC,Enfadado
1154,2025-06-12 09:14:00,Cavalier King Charles,4,85,125,36.78,13.35,26.7ºC,Confusión
1155,2025-06-12 09:15:00,Chihuahua,13,77,108,77.15,85.4,20.5ºC,Relajación
1156,2025-06-12 09:16:00,Siberiano,19,155,80,42.97,45.83,21.0ºC,Confusión
1157,2025-06-12 09:17:00,Doberman,2,145,142,-34.87,-10.19,22.0ºC,Ansiedad
1158,2025-06-12 09:18:00,Dachshund,14,97,118,-42.29,165.52,25.1ºC,Tranquilo
1159,2025-06-12 09:19:00,Maine Coon,4,140,101,35.31,63.42,23.5ºC,Tranquilo
1160,2025-06-12 09:20:00,American Shorthair,16,146,138,-55.28,146.79,26.9ºC,Alerta
1161,2025-06-12 09:21:00,Persa,14,147,176,-73.31,82.72,20.6ºC,Miedo
1162,2025-06-12 09:22:00,Galgo,15,109,80,5.8,84.77,18.1ºC,Confusión
1163,2025-06-12 09:23:00,Boxer,3,67,133,57.9,-151.19,27.3ºC,Tranquilo
1164,2025-06-12 09:24:00,Bengala,8,100,176,-71.75,-50.59,27.9ºC,Confusión
1165,2025-06-12 09:25:00,Rottweiler,16,65,199,52.54,129.01,18.7ºC,Miedo
1166,2025-06-12 09:26:00,Siamés,10,128,181,56.08,-96.26,25.3ºC,Alerta
1167,2025-06-12 09:27:00,Labrador,4,103,62,-3.19,-138.42,22.5ºC,Tranquilo
1168,2025-06-12 09:28:00,Pastor Alemán,18,123,94,-79.68,-62.6,27.5ºC,Ansiedad
1169,2025-06-12 09:29:00,Scottish Fold,2,88,176,-58.57,-100.64,28.5ºC,Relajación
1170,2025-06-12 09:30:00,Shih Tzu,17,87,163,37.34,153.1,28.2ºC,Enfadado
1171,2025-06-12 09:31:00,Rottweiler,13,70,69,38.12,132.47,27.3ºC,Enfadado
1172,2025-06-12 09:32:00,Maltés,4,124,130,71.7,-0.11,21.2ºC,Enfadado
1173,2025-06-12 09:33:00,Abyssinian,11,166,178,14.88,-157.92,27.7ºC,Confusión
1174,2025-06-12 09:34:00,Collie,7,78,192,-67.66,77.24,24.4ºC,Tranquilo
1175,2025-06-12 09:35:00,Birmano,12,68,66,-68.15,44.43,18.6ºC,Miedo
1176,2025-06-12 09:36:00,Galgo,10,86,107,39.8,169.4,23.5ºC,Miedo
1177,2025-06-12 09:37:00,Yorkshire Terrier,7,93,121,-56.92,21.22,29.3ºC,Tranquilo
1178,2025-06-12 09:38:00,Golden Retriever,13,103,158,-30.89,-58.9,28.7ºC,Alerta
1179,2025-06-12 09:39:00,Siberiano,7,127,72,-2.3,6.85,19.2ºC,Ansiedad
1180,2025-06-12 09:40:00,Somalí,17,159,121,-85.54,172.53,26.9ºC,Tristeza
1181,2025-06-12 09:41:00,Husky,10,141,57,-45.21,70.69,27.7ºC,Tranquilo
1182,2025-06-12 09:42:00,Galgo,10,74,108,-16.58,61.91,21.3ºC,Relajación
1183,2025-06-12 09:43:00,Golden Retriever,4,110,160,-39.67,-93.35,23.7ºC,Alerta
1184,2025-06-12 09:44:00,Bull Terrier,4,72,62,-65.45,87.7,26.5ºC,Tranquilo
1185,2025-06-12 09:45:00,Rottweiler,7,142,65,41.04,90.1,23.3ºC,Tranquilo
1186,2025-06-12 09:46:00,Caniche,1,108,168,56.37,-65.78,19.4ºC,Alerta
1187,2025-06-12 09:47:00,Chihuahua,12,129,51,-43.65,-5.86,26.5ºC,Alerta
1188,2025-06-12 09:48:00,Ragdoll,13,171,194,49.4,-73.94,28.9ºC,Confusión
1189,2025-06-12 09:49:00,Oriental,10,115,79,-20.6,-86.87,25.8ºC,Tranquilo
1190,2025-06-12 09:50:00,Ragdoll,15,135,152,1.2,-170.68,27.3ºC,Tristeza
1191,2025-06-12 09:51:00,Boxer,13,110,62,64.08,-77.32,22.3ºC,Relajación
1192,2025-06-12 09:52:00,Shiba Inu,9,96,145,44.99,19.43,20.2ºC,Ansiedad
1193,2025-06-12 09:53:00,Golden Retriever,9,76,143,54.92,-179.42,25.7ºC,Ansiedad
1194,2025-06-12 09:54:00,Siamés,15,117,131,-65.37,-78.04,21.9ºC,Tristeza
1195,2025-06-12 09:55:00,Bull Terrier,10,146,62,-77.45,137.31,28.3ºC,Miedo
1196,2025-06-12 09:56:00,Caniche,10,149,143,70.81,33.71,19.5ºC,Alerta
1197,2025-06-12 09:57:00,Ragdoll,8,88,198,-20.19,38.83,23.2ºC,Alerta
1198,2025-06-12 09:58:00,British Shorthair,16,92,161,-38.18,-34.79,22.8ºC,Miedo
1199,2025-06-12 09:59:00,Shih Tzu,17,119,104,40.45,63.53,29.3ºC,Alerta
1200,2025-06-12 10:00:00,Gran Danés,5,150,130,60.55,-111.62,19.8ºC,Miedo
1201,2025-06-12 10:01:00,Persa,4,148,165,65.25,114.75,18.1ºC,Tranquilo
1202,2025-06-12 10:02:00,Collie,18,179,192,-33.12,-137.99,20.9ºC,Miedo
1203,2025-06-12 10:03:00,Yorkshire Terrier,19,114,157,63.4,56.16,27.8ºC,Alerta
1204,2025-06-12 10:04:00,Rottweiler,4,69,102,-82.63,-57.19,20.5ºC,Alerta
1205,2025-06-12 10:05:00,Weimaraner,7,106,177,-81.06,89.1,20.9ºC,Tranquilo
1206,2025-06-12 10:06:00,Rottweiler,10,82,106,22.23,17.92,19.6ºC,Miedo
1207,2025-06-12 10:07:00,Terranova,18,144,101,-78.64,-17.15,26.6ºC,Tranquilo
1208,2025-06-12 10:08:00,Sphynx,19,80,186,-31.57,-119.01,18.8ºC,Tristeza
1209,2025-06-12 10:09:00,Pit Bull,4,166,160,31.1,49.26,22.0ºC,Confusión
1210,2025-06-12 10:10:00,Sphynx,10,72,50,-29.29,170.92,21.4ºC,Tranquilo
1211,2025-06-12 10:11:00,Cornish Rex,1,160,93,-57.67,117.22,24.7ºC,Relajación
1212,2025-06-12 10:12:00,American Shorthair,18,92,124,-39.36,-158.4,26.8ºC,Alerta
1213,2025-06-12 10:13:00,Abyssinian,5,83,147,-7.64,-44.56,24.4ºC,Confusión
1214,2025-06-12 10:14:00,Beagle,15,167,58,-4.43,153.21,29.2ºC,Ansiedad
1215,2025-06-12 10:15:00,Galgo,17,70,81,50.94,1.1,29.4ºC,Tristeza
1216,2025-06-12 10:16:00,Oriental,3,76,64,45.03,58.36,22.3ºC,Miedo
1217,2025-06-12 10:17:00,Dálmata,12,127,189,-7.77,148.54,27.3ºC,Confusión
1218,2025-06-12 10:18:00,Terranova,2,106,185,62.22,134.57,26.9ºC,Tranquilo
1219,2025-06-12 10:19:00,Shiba Inu,1,84,121,-69.44,0.66,28.7ºC,Alerta
1220,2025-06-12 10:20:00,British Shorthair,17,153,61,-44.04,-22.45,23.4ºC,Alerta
1221,2025-06-12 10:21:00,Manx,16,132,114,59.04,-57.71,24.4ºC,Alerta
1222,2025-06-12 10:22:00,Pug,5,80,156,-21.96,78.85,23.0ºC,Confusión
1223,2025-06-12 10:23:00,Birmano,15,143,91,86.61,-76.68,28.2ºC,Alerta
1224,2025-06-12 10:24:00,Siamés,3,142,164,-6.07,-90.04,20.8ºC,Tranquilo
1225,2025-06-12 10:25:00,Bull Terrier,7,142,188,52.55,-51.75,20.9ºC,Miedo
1226,2025-06-12 10:26:00,Pit Bull,11,71,152,-17.58,-116.2,22.5ºC,Confusión
1227,2025-06-12 10:27:00,Poodle,10,96,144,-13.51,70.24,20.8ºC,Alerta
1228,2025-06-12 10:28:00,Cornish Rex,9,101,66,-21.08,41.85,24.7ºC,Ansiedad
1229,2025-06-12 10:29:00,Setter Irlandés,14,76,134,39.43,-6.16,19.6ºC,Ansiedad
1230,2025-06-12 10:30:00,Somalí,13,160,105,8.55,-39.48,21.8ºC,Relajación
1231,2025-06-12 10:31:00,Weimaraner,2,177,183,79.88,147.26,29.0ºC,Alerta
1232,2025-06-12 10:32:00,Pit Bull,3,107,135,-44.84,-169.52,22.9ºC,Alerta
1233,2025-06-12 10:33:00,Boxer,7,162,151,-71.9,96.88,27.0ºC,Confusión
1234,2025-06-12 10:34:00,Persa,18,87,103,-19.21,144.69,19.4ºC,Confusión
1235,2025-06-12 10:35:00,Setter Irlandés,3,100,164,21.01,-19.31,21.0ºC,Enfadado
1236,2025-06-12 10:36:00,Whippet,10,158,188,64.94,18.25,27.7ºC,Miedo
1237,2025-06-12 10:37:00,Ragdoll,7,106,137,-27.68,160.01,27.2ºC,Alerta
1238,2025-06-12 10:38:00,Boxer,9,171,98,27.68,-103.58,22.6ºC,Relajación
1239,2025-06-12 10:39:00,Ragdoll,17,77,198,-26.96,7.25,29.5ºC,Miedo
1240,2025-06-12 10:40:00,Abyssinian,11,137,164,21.1,-9.1,28.9ºC,Alerta
1241,2025-06-12 10:41:00,Husky,7,158,112,69.27,-86.98,29.5ºC,Miedo
1242,2025-06-12 10:42:00,Boxer,14,167,153,-48.36,114.69,23.1ºC,Tranquilo
1243,2025-06-12 10:43:00,Chihuahua,19,164,132,-17.24,143.86,20.4ºC,Confusión
1244,2025-06-12 10:44:00,Ragdoll,4,130,152,88.79,101.5,25.5ºC,Alerta
1245,2025-06-12 10:45:00,Ragdoll,6,164,66,66.34,-109.67,26.2ºC,Miedo
1246,2025-06-12 10:46:00,American Shorthair,10,72,55,11.64,-148.77,19.5ºC,Confusión
1247,2025-06-12 10:47:00,Shiba Inu,7,141,196,2.99,37.96,27.4ºC,Alerta
1248,2025-06-12 10:48:00,Abyssinian,13,160,77,-38.77,-159.45,18.2ºC,Tristeza
1249,2025-06-12 10:49:00,Siberiano,14,72,87,3.1,62.22,23.8ºC,Confusión
1250,2025-06-12 10:50:00,Pastor Alemán,4,159,168,62.67,10.95,22.0ºC,Miedo
1251,2025-06-12 10:51:00,Cavalier King Charles,8,90,86,33.33,58.6,26.9ºC,Relajación
